ogc_fid;gml_id;id;display;roll;pitch;heading;timeposition;year;url;uri;wkb_geometry
30417;panorama_recent_2017.705821;705821;TMX7316010203-000249_pano_0000_001696;-0.0427441884516476;1.25268564527384;353.837319976667;2017-04-06T14:35:46Z;2017;https://data.amsterdam.nl/panorama/2017/04/06/TMX7316010203-000249/pano_0000_001696/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000249_pano_0000_001696/;01010000204071000029B000E63F29FE408D9AAF92438F1D41
30775;panorama_recent_2017.706183;706183;TMX7316010203-000249_pano_0000_002246;-1.87756084559388;-2.32185924461589;45.5369305826538;2017-04-06T15:06:40Z;2017;https://data.amsterdam.nl/panorama/2017/04/06/TMX7316010203-000249/pano_0000_002246/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000249_pano_0000_002246/;010100002040710000B0AD9FBEBA33FE406EA3014CDF851D41
31178;panorama_recent_2017.706697;706697;TMX7316010203-000249_pano_0000_002947;-2.15420324384277;0.63896649055991;83.6524044359015;2017-04-06T15:36:15Z;2017;https://data.amsterdam.nl/panorama/2017/04/06/TMX7316010203-000249/pano_0000_002947/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000249_pano_0000_002947/;010100002040710000D7F84C36D4FEFD40F9A3A8E3D2971D41
31406;panorama_recent_2017.706963;706963;TMX7316010203-000249_pano_0000_003276;-1.03172770841643;-1.88196908214617;67.8874786424988;2017-04-06T15:47:19Z;2017;https://data.amsterdam.nl/panorama/2017/04/06/TMX7316010203-000249/pano_0000_003276/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000249_pano_0000_003276/;01010000204071000059BE2E8341FAFD405EF41564988F1D41
31504;panorama_recent_2017.707062;707062;TMX7316010203-000250_pano_0000_000081;-0.491920849984693;-0.28998312288533;324.389106574389;2017-04-06T15:56:48Z;2017;https://data.amsterdam.nl/panorama/2017/04/06/TMX7316010203-000250/pano_0000_000081/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000250_pano_0000_000081/;010100002040710000226C78FACFFAFD4024B550B29D8F1D41
31566;panorama_recent_2017.707126;707126;TMX7316010203-000250_pano_0000_000161;-1.66794372213315;1.36472999567806;332.872599178689;2017-04-06T15:59:27Z;2017;https://data.amsterdam.nl/panorama/2017/04/06/TMX7316010203-000250/pano_0000_000161/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000250_pano_0000_000161/;0101000020407100007590D743CD08FE406745D434478C1D41
31774;panorama_recent_2017.707556;707556;TMX7316010203-000250_pano_0001_000486;-1.31866942945231;-2.11286025923324;239.458696959261;2017-04-06T16:27:42Z;2017;https://data.amsterdam.nl/panorama/2017/04/06/TMX7316010203-000250/pano_0001_000486/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000250_pano_0001_000486/;010100002040710000F607CAED514DFE40776517AC6D7D1D41
31775;panorama_recent_2017.707557;707557;TMX7316010203-000250_pano_0001_000487;-2.01249308374095;-1.81923041421445;237.550709500986;2017-04-06T16:27:43Z;2017;https://data.amsterdam.nl/panorama/2017/04/06/TMX7316010203-000250/pano_0001_000487/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000250_pano_0001_000487/;0101000020407100006519E2D8DA4DFE4009E1D126807D1D41
31799;panorama_recent_2017.707689;707689;TMX7316010203-000251_pano_0000_000000;-0.545956048018953;-0.503884650366891;353.491101672171;2017-04-07T09:54:27Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_000000/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_000000/;0101000020407100000F43ABD36A0FFE40EFAA07ECBF8B1D41
32126;panorama_recent_2017.708026;708026;TMX7316010203-000251_pano_0000_000421;-0.433582707339753;-1.22734824840178;229.023102378856;2017-04-07T10:05:51Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_000421/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_000421/;01010000204071000088F2052D4241FE403C4CFB6624891D41
33684;panorama_recent_2017.710251;710251;TMX7316010203-000251_pano_0000_002844;-3.05728244410433;-1.16632537972827;100.405646147424;2017-04-07T10:36:50Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_002844/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_002844/;01010000204071000021AF0793B8E5FD404B3B3577D3961D41
34000;panorama_recent_2017.710578;710578;TMX7316010203-000251_pano_0000_003304;-1.03159628799084;1.44780147561224;163.520354832279;2017-04-07T10:57:54Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003304/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003304/;010100002040710000FF428F1842E6FD40BFF2207DD8961D41
34001;panorama_recent_2017.710579;710579;TMX7316010203-000251_pano_0000_003305;-1.1889291830495;1.19929659436856;161.251578636336;2017-04-07T10:57:56Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003305/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003305/;010100002040710000EFA99C3617E6FD403D81B083FE961D41
34015;panorama_recent_2017.710593;710593;TMX7316010203-000251_pano_0000_003319;-2.19965305502885;-0.104849192313719;159.377418313973;2017-04-07T10:58:10Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003319/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003319/;0101000020407100004DBD6E117AE3FD40CD91952F10991D41
34027;panorama_recent_2017.710605;710605;TMX7316010203-000251_pano_0000_003331;-1.4996677139359;-0.118196736225956;158.895389078924;2017-04-07T10:58:21Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003331/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003331/;0101000020407100009432A9E1BFE0FD404C88B9F4CF9A1D41
34028;panorama_recent_2017.710606;710606;TMX7316010203-000251_pano_0000_003332;-2.25990517958943;-0.300001090343848;156.447288795534;2017-04-07T10:58:22Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003332/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003332/;010100002040710000628731A98AE0FD405D6E30E4F59A1D41
34037;panorama_recent_2017.710615;710615;TMX7316010203-000251_pano_0000_003341;-1.488100098671;-0.251687690746438;149.207329778557;2017-04-07T10:58:32Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003341/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003341/;010100002040710000EFE368CEECDDFD40802C4487369C1D41
34038;panorama_recent_2017.710616;710616;TMX7316010203-000251_pano_0000_003342;-1.67270767623084;-0.532147772247233;150.612918181675;2017-04-07T10:58:33Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003342/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003342/;010100002040710000FC372F4EA4DDFD408A8F4F785A9C1D41
34066;panorama_recent_2017.710646;710646;TMX7316010203-000251_pano_0000_003429;0.621561344810124;0.794992269038016;219.156376747399;2017-04-07T11:01:29Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003429/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003429/;010100002040710000F358333284CEFD40E06586DD83951D41
34392;panorama_recent_2017.710990;710990;TMX7316010203-000251_pano_0000_003886;-0.521858932383433;0.259089094311628;126.21486345764;2017-04-07T11:21:38Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003886/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003886/;010100002040710000BDC5C3BB9DCEFD402C4A09519F951D41
34414;panorama_recent_2017.711012;711012;TMX7316010203-000251_pano_0000_003908;0.162325814729596;-0.00470149897377875;170.482196093412;2017-04-07T11:21:58Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003908/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003908/;01010000204071000024D1CB688FCBFD404B75015FEC981D41
34415;panorama_recent_2017.711013;711013;TMX7316010203-000251_pano_0000_003909;-0.513013939624801;-0.160821532978745;167.782368177179;2017-04-07T11:21:59Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003909/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003909/;0101000020407100009AEAC93C78CBFD40B01D8C3813991D41
34470;panorama_recent_2017.711070;711070;TMX7316010203-000251_pano_0000_003967;-1.21830505471362;-0.290569366776006;150.852076040078;2017-04-07T11:23:42Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003967/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003967/;010100002040710000F67B629D0BD6FD4079CDAB6A819F1D41
34471;panorama_recent_2017.711071;711071;TMX7316010203-000251_pano_0000_003968;-1.50191058584037;-0.79424285183647;150.484500803989;2017-04-07T11:23:43Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_003968/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_003968/;010100002040710000DCD957DEC2D5FD403FC7475BA59F1D41
34531;panorama_recent_2017.711136;711136;TMX7316010203-000251_pano_0000_004082;2.4076939596044;-2.10173354081582;158.040342988758;2017-04-07T11:30:14Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_004082/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_004082/;01010000204071000057E883E56BD3FD40BC24CE5AEAA01D41
34532;panorama_recent_2017.711137;711137;TMX7316010203-000251_pano_0000_004083;2.50353775691437;-2.37572584059274;152.612587798062;2017-04-07T11:30:16Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_004083/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_004083/;010100002040710000083E062B2ED3FD40D1CC93BB0FA11D41
34535;panorama_recent_2017.711140;711140;TMX7316010203-000251_pano_0000_004086;-1.81133893814465;0.403357284528399;69.234617684556;2017-04-07T11:30:25Z;2017;https://data.amsterdam.nl/panorama/2017/04/07/TMX7316010203-000251/pano_0000_004086/equirectangular/panorama_8000.jpg;https://api.data.amsterdam.nl/panorama/recente_opnames/2017/TMX7316010203-000251_pano_0000_004086/;01010000204071000037C64EB8C2D1FD40FC389AE33FA11D41
